"","Producto","Cant","Unidad","Valor Unitario","Valor Total","IGV","Importe Total","TOTAL","Entrega Emision GRE"
"","JARABE DE GRANADA TASKY X 1 LITRO","3","BOTELLA","9.87","29.61","5.33","34.94","","6/5/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","4","CAJA","96","384","69.12","453.12","","6/5/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","1","BOTELLA","9.87","9.87","1.78","11.65","","6/6/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","2","BOTELLA","8.61","17.22","3.1","20.32","","6/5/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","3","BOTELLA","9.87","29.61","5.33","34.94","","6/5/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","6/5/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","2","CAJA","96","192","34.56","226.56","","6/5/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","6/6/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","5","BOTELLA","8.61","43.05","7.75","50.8","","6/6/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","10","BOTELLA","9.87","98.7","17.77","116.47","","6/6/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","6/6/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","4","CAJA","96","384","69.12","453.12","","6/6/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","4","BOTELLA","9.87","39.48","7.11","46.59","","6/5/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","6/5/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","1","CAJA","96","96","17.28","113.28","","6/5/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","2","BOTELLA","8.61","17.22","3.1","20.32","","6/5/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","6/5/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","3","BOTELLA","9.87","29.61","5.33","34.94","","6/5/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","3","CAJA","96","288","51.84","339.84","","6/5/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","6/6/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","6/6/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","6/6/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","2","CAJA","96","192","34.56","226.56","","6/6/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","3","BOTELLA","9.87","29.61","5.33","34.94","","6/5/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","6/6/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","4","BOTELLA","8.61","34.44","6.2","40.64","","6/6/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","4","BOTELLA","9.87","39.48","7.11","46.59","","6/6/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","1","CAJA","96","96","17.28","113.28","","6/6/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","6/6/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","6/5/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","2","BOTELLA","8.61","17.22","3.1","20.32","","6/6/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","6/6/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","3","CAJA","96","288","51.84","339.84","","6/6/2024"
"","COMPOTA DE FRESA BALDE X 4.8 KG","4","BALDES","44.64","178.56","32.14","210.7","S/210.70","6/5/2024"
"","COMPOTA DE FRESA BALDE X 4.8 KG","3","BALDES","44.64","133.92","24.11","158.03","S/158.03","6/6/2024"
"","PULPA DE LIMON CONGELADA X 8 UNID X 1 KG","19","CAJA","80","1,520.00","273.6","1,793.60","S/1,793.60","6/6/2024"
"","RELLENO DE FRESA X 3 UNID X 5 KG","2","CAJA","135","270","48.6","318.6","S/318.60","6/11/2024"
"","PULPA DE MARACUYA X 8 UNID X 1 KG","3","CAJA","92","276","49.68","325.68","S/438.96",""
"","ZUMO DE LIMON CONGELADO X 8 UNID X 1 LITRO","1","CAJA","96","96","17.28","113.28","",""
"","COMPOTA DE ARANDANOS BALDE X 5 KG","1","BALDE","61.5","61.5","11.07","72.57","S/72.57","6/12/2024"
"","JARABE DE GOMA TASKY X 1 LITRO","2","BOTELLA","8.5","17","3.06","20.06","S/135.70","6/12/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","2","BOTELLA","9","18","3.24","21.24","","6/12/2024"
"","ZUMO DE LIMON CONGELADO X 8 UNID X 1 LITRO","1","CAJA","80","80","14.4","94.4","","6/12/2024"
"","CONCENTRADO DE ARANDANOS BOTELLA X 1 KG","1","BOTELLA","17","17","3.06","20.06","S/1,036.75","6/19/2024"
"","PULPA DE LIMA X 8 UNID X 1 KG","1","CAJA","96","96","17.28","113.28","","6/19/2024"
"","CONCENTRADO DE MANGO BOTELLA X 1 KG","1","BOTELLA","14","14","2.52","16.52","","6/19/2024"
"","PULPA DE MANGO X 8 UNID X 1 KG","1","CAJA","86.4","86.4","15.55","101.95","","6/19/2024"
"","PULPA DE MIX BERRY X 8 UNID X 1 KG","1","CAJA","160","160","28.8","188.8","","6/19/2024"
"","MANGO EN TROZOS CONGELADO X 6 UND X 1 KG","1","CAJA","64.8","64.8","11.66","76.46","","6/19/2024"
"","PULPA DE PLATANO X 8 UNID X 1 KG","1","CAJA","84","84","15.12","99.12","","6/18/2024"
"","PULPA DE FRESA X 8 UNID X 1 KG","1","CAJA","70.4","70.4","12.67","83.07","","6/18/2024"
"","PULPA DE PIÑA X 8 UNID X 1 KG","1","CAJA","78.4","78.4","14.11","92.51","","6/18/2024"
"","FRESA ENTERA CONGELADA X 6 UND X 1 KG","2","CAJA","51","102","18.36","120.36","","6/18/2024"
"","PIÑA EN TROZOS CONGELADA X 6 UND X 1 KG","2","CAJA","52.8","105.6","19.01","124.61","","6/18/2024"
"","MANGO EN TROZOS CONGELADO X 6 UND X 1 KG","1","CAJA","64.8","64.8","11.66","76.46","S/911.20","6/19/2024"
"","FRESA ENTERA CONGELADA X 6 UND X 1 KG","5","CAJA","51","255","45.9","300.9","","6/18/2024"
"","PIÑA EN TROZOS CONGELADA X 6 UND X 1 KG","3","CAJA","52.8","158.4","28.51","186.91","","6/18/2024"
"","COMPOTA DE FRESA BALDE X 4.8 KG","5","BALDE","46.5","232.5","41.85","274.35","","6/18/2024"
"","COMPOTA DE ARANDANOS BALDE X 5 KG","1","BALDE","61.5","61.5","11.07","72.57","","6/18/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","3","BOTELLA","8.61","25.83","4.65","30.48","S/4,188.03","6/12/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","4","BOTELLA","9.87","39.48","7.11","46.59","","6/12/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","3","BOTELLA","14.7","44.1","7.94","52.04","","6/12/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","1","CAJA","96","96","17.28","113.28","","6/12/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","3","BOTELLA","8.61","25.83","4.65","30.48","","6/11/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","6/11/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","6/11/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","12","BOTELLA","14.7","176.4","31.75","208.15","","6/11/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","4","CAJA","96","384","69.12","453.12","","6/11/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","3","BOTELLA","9.87","29.61","5.33","34.94","","6/12/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","4","BOTELLA","14.7","58.8","10.58","69.38","","6/12/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","2","CAJA","96","192","34.56","226.56","","6/12/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","3","BOTELLA","8.61","25.83","4.65","30.48","","6/11/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","6/11/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","1","CAJA","96","96","17.28","113.28","","6/11/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","4","BOTELLA","14.7","58.8","10.58","69.38","","6/11/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","1","CAJA","96","96","17.28","113.28","","6/11/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","18","BOTELLA","9.87","177.66","31.98","209.64","","6/12/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","5","BOTELLA","8.61","43.05","7.75","50.8","","6/12/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","6/12/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","3","BOTELLA","9.87","29.61","5.33","34.94","","6/12/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","2","BOTELLA","14.7","29.4","5.29","34.69","","6/12/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","6/12/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","10","BOTELLA","14.7","147","26.46","173.46","","6/12/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","5","CAJA","96","480","86.4","566.4","","6/12/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","6/12/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","6/12/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","2","BOTELLA","14.7","29.4","5.29","34.69","","6/12/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","4","BOTELLA","9.87","39.48","7.11","46.59","","6/12/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","6/12/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","4","BOTELLA","14.7","58.8","10.58","69.38","","6/12/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","1","CAJA","96","96","17.28","113.28","","6/12/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","1","BOTELLA","8.61","8.61","1.55","10.16","","6/12/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","3","BOTELLA","9.87","29.61","5.33","34.94","","6/12/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","6/12/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","1","CAJA","96","96","17.28","113.28","","6/12/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","6/12/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","8","BOTELLA","9.87","78.96","14.21","93.17","","6/12/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","8","BOTELLA","14.7","117.6","21.17","138.77","","6/12/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","4","CAJA","96","384","69.12","453.12","","6/12/2024"
"","ZUMO DE LIMON CONGELADO X 8 UNID X 1 LITRO","2","CAJA","100","200","36","236","S/443.68","6/11/2024"
"","PULPA DE MARACUYA X 8 UNID X 1 KG","2","CAJA","88","176","31.68","207.68","","6/11/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","12","BOTELLA","14.7","176.4","31.75","208.15","S/208.15","6/14/2024"
"","PULPA DE LIMON CONGELADA X 8 UNID X 1 KG","75","CAJA","80","6,000.00","1,080.00","7,080.00","S/7,080.00","6/19/2024"
"","PULPA DE MARACUYA X 8 UNID X 1 KG","4","CAJA","84","336","60.48","396.48","S/934.56","6/18/2024"
"","ZUMO DE LIMON CONGELADO X 8 UNID X 1 LITRO","6","CAJA","76","456","82.08","538.08","","6/18/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","2","BOTELLA","9.66","19.32","3.48","22.8","S/5,209.18","6/20/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","6/20/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","3","BOTELLA","14.7","44.1","7.94","52.04","","6/20/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","6/20/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","6","BOTELLA","9.66","57.96","10.43","68.39","","6/20/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","6","BOTELLA","14.7","88.2","15.88","104.08","","6/20/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","1","CAJA","96","96","17.28","113.28","","6/20/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","6/20/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","2","BOTELLA","8.61","17.22","3.1","20.32","","6/20/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","5","BOTELLA","9.87","49.35","8.88","58.23","","6/20/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","1","BOTELLA","9.66","9.66","1.74","11.4","","6/20/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","4","BOTELLA","9.87","39.48","7.11","46.59","","6/20/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","5","BOTELLA","14.7","73.5","13.23","86.73","","6/20/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","2","BOTELLA","8.61","17.22","3.1","20.32","","6/18/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","4","BOTELLA","9.87","39.48","7.11","46.59","","6/18/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","2","BOTELLA","9.66","19.32","3.48","22.8","","6/18/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","6/18/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","1","BOTELLA","14.7","14.7","2.65","17.35","","6/18/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","1","CAJA","96","96","17.28","113.28","","6/18/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","6/20/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","4","BOTELLA","9.66","38.64","6.96","45.6","","6/20/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","1","BOTELLA","8.61","8.61","1.55","10.16","","6/18/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","5","BOTELLA","9.66","48.3","8.69","56.99","","6/18/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","24","BOTELLA","14.7","352.8","63.5","416.3","","6/18/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","2","CAJA","96","192","34.56","226.56","","6/18/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","4","BOTELLA","8.61","34.44","6.2","40.64","","6/20/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","4","BOTELLA","9.87","39.48","7.11","46.59","","6/20/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","6","BOTELLA","9.66","57.96","10.43","68.39","","6/20/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","6/20/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","1","CAJA","96","96","17.28","113.28","","6/20/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","4","BOTELLA","9.87","39.48","7.11","46.59","","6/20/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","4","BOTELLA","9.66","38.64","6.96","45.6","","6/20/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","3","BOTELLA","9.87","29.61","5.33","34.94","","6/20/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","6","BOTELLA","14.7","88.2","15.88","104.08","","6/20/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","3","CAJA","96","288","51.84","339.84","","6/20/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","6/19/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","1","BOTELLA","8.61","8.61","1.55","10.16","","6/19/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","6/19/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","2","BOTELLA","9.66","19.32","3.48","22.8","","6/19/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","3","BOTELLA","9.87","29.61","5.33","34.94","","6/19/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","1","CAJA","96","96","17.28","113.28","","6/19/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","6/20/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","4","BOTELLA","9.87","39.48","7.11","46.59","","6/20/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","10","BOTELLA","14.7","147","26.46","173.46","","6/20/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","4","CAJA","96","384","69.12","453.12","","6/20/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","3","BOTELLA","9.66","28.98","5.22","34.2","","6/20/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","6","BOTELLA","9.66","57.96","10.43","68.39","","6/20/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","6","BOTELLA","14.7","88.2","15.88","104.08","","6/20/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","2","CAJA","96","192","34.56","226.56","","6/20/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","3","BOTELLA","9.87","29.61","5.33","34.94","","6/19/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","8","BOTELLA","9.87","78.96","14.21","93.17","","6/20/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","6","BOTELLA","9.66","57.96","10.43","68.39","","6/19/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","6/20/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","10","BOTELLA","14.7","147","26.46","173.46","","6/20/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","4","CAJA","96","384","69.12","453.12","","6/20/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","24","BOTELLA","9.87","236.88","42.64","279.52","S/6,854.15","6/19/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","108","BOTELLA","9.66","1,043.28","187.79","1,231.07","","6/20/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","6/20/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","300","BOTELLA","14.7","4,410.00","793.8","5,203.80","","6/20/2024"
"","PULPA DE FRESA BOLSA X 10 KG","39","CAJA","85","3,315.00","596.7","3,911.70","S/3,911.70","6/22/2024"
"","MANGO EN TROZOS CONGELADO X 6 UND X 1 KG","4","CAJA","-","-","-","-","S/72.57","6/25/2024"
"","COMPOTA DE ARANDANOS BALDE X 5 KG","1","BALDE","61.5","61.5","11.07","72.57","","6/25/2024"
"","MANGO EN TROZOS CONGELADO X 6 UND X 1 KG","2","CAJA","-","-","-","-","S/1,231.33","6/25/2024"
"","JARABE DE GOMA TASKY X 1 LITRO","12","BOTELLA","8.5","102","18.36","120.36","","6/25/2024"
"","ZUMO DE LIMON CONGELADO X 8 UNID X 1 LITRO","5","CAJA","80","400","72","472","","6/25/2024"
"","PULPA DE LIMA X 8 UNID X 1 KG","5","CAJA","96","480","86.4","566.4","","6/25/2024"
"","COMPOTA DE ARANDANOS BALDE X 5 KG","1","BALDE","61.5","61.5","11.07","72.57","","6/25/2024"
"","CONCENTRADO DE ARANDANOS BOTELLA X 1 KG","5","BOTELLA","17","85","15.3","100.3","S/1,837.73","6/27/2024"
"","CONCENTRADO DE MANGO BOTELLA X 1 KG","5","BOTELLA","14","70","12.6","82.6","","6/27/2024"
"","PULPA DE FRESA X 8 UNID X 1 KG","4","CAJA","70.4","281.6","50.69","332.29","","6/27/2024"
"","PULPA DE MANGO X 8 UNID X 1 KG","5","CAJA","86.4","432","77.76","509.76","","6/27/2024"
"","PULPA DE MIX BERRY X 8 UNID X 1 KG","1","CAJA","160","160","28.8","188.8","","6/27/2024"
"","PULPA DE PIÑA X 8 UNID X 1 KG","2","CAJA","78.4","156.8","28.22","185.02","","6/27/2024"
"","COMPOTA DE FRESA BALDE X 4.8 KG","8","BALDE","46.5","372","66.96","438.96","","6/27/2024"
"","ARANDANO ENTERO CONGELADO X 6 UND X 1 KG","1","CAJA","90","90","16.2","106.2","S/450.29","6/28/2024"
"","PIÑA EN TROZOS CONGELADA X 6 UND X 1 KG","2","CAJA","52.8","105.6","19.01","124.61","","6/27/2024"
"","COMPOTA DE FRESA BALDE X 4.8 KG","4","BALDE","46.5","186","33.48","219.48","","6/27/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","2","BOTELLA","8.61","17.22","3.1","20.32","S/4,171.78","6/25/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","3","BOTELLA","9.87","29.61","5.33","34.94","","6/25/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","3","BOTELLA","9.66","28.98","5.22","34.2","","6/25/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","4","BOTELLA","14.7","58.8","10.58","69.38","","6/25/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","3","CAJA","96","288","51.84","339.84","","6/25/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","6/25/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","2","BOTELLA","8.61","17.22","3.1","20.32","","6/25/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","6/25/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","6","BOTELLA","9.66","57.96","10.43","68.39","","6/25/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","6/25/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","6","BOTELLA","14.7","88.2","15.88","104.08","","6/25/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","1","CAJA","96","96","17.28","113.28","","6/25/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","1","BOTELLA","8.61","8.61","1.55","10.16","","6/26/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","6/26/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","1","BOTELLA","9.66","9.66","1.74","11.4","","6/26/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","6/26/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","2","BOTELLA","14.7","29.4","5.29","34.69","","6/26/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","2","CAJA","96","192","34.56","226.56","","6/26/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","6/25/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","3","BOTELLA","8.61","25.83","4.65","30.48","","6/25/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","6/25/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","6","BOTELLA","9.66","57.96","10.43","68.39","","6/25/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","6/25/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","6","BOTELLA","14.7","88.2","15.88","104.08","","6/25/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","2","CAJA","96","192","34.56","226.56","","6/25/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","6/26/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","3","BOTELLA","8.61","25.83","4.65","30.48","","6/26/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","6/26/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","6","BOTELLA","9.66","57.96","10.43","68.39","","6/26/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","4","BOTELLA","9.87","39.48","7.11","46.59","","6/26/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","3","CAJA","96","288","51.84","339.84","","6/26/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","5","BOTELLA","9.87","49.35","8.88","58.23","","6/25/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","1","BOTELLA","9.66","9.66","1.74","11.4","","6/25/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","6/25/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","1","CAJA","96","96","17.28","113.28","","6/25/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","3","CAJA","96","288","51.84","339.84","","6/26/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","2","BOTELLA","8.61","17.22","3.1","20.32","","6/25/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","4","BOTELLA","9.87","39.48","7.11","46.59","","6/25/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","4","BOTELLA","9.66","38.64","6.96","45.6","","6/25/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","6/25/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","12","BOTELLA","14.7","176.4","31.75","208.15","","6/25/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","6","BOTELLA","14.7","88.2","15.88","104.08","","6/26/2024"
